Col Index,Sponsor.Name,Site.Name,site alias,School ID,AgrNbr,SiteNbr,Program.Type,County,Street.Address,Addr2,City,State,Zip.Code,Opr.Oct,Opr.Nov,Opr.Dec,Opr.Jan,Opr.Feb,Opr.Mar,Opr.Apr,Opr.May,Opr.Jun,Opr.Jul,Opr.Aug,Opr.Sep,Breakfast,Brk.Mon,Brk.Tue,Brk.Wed,Brk.Thu,Brk.Fri,Brk.Sat,Brk.Sun,AM.Snack,Ams.Mon,Ams.Tue,Ams.Wed,Ams.Thu,Ams.Fri,Ams.Sat,Ams.Sun,Lunch,Lun.Mon,Lun.Tue,Lun.Wed,Lun.Thu,Lun.Fri,Lun.Sat,Lun.Sun,PM.Snack,Pms.Mon,Pms.Tue,Pms.Wed,Pms.Thu,Pms.Fri,Pms.Sat,Pms.Sun,Supper,Sup.Mon,Sup.Tue,Sup.Wed,Sup.Thu,Sup.Fri,Sup.Sat,Sup.Sun,Evening.Snack,Eve.Mon,Eve.Tue,Eve.Wed,Eve.Thu,Eve.Fri,Eve.Sat,Eve.Sun,Qualifying.Area.School,QAS.SiteNbr,QAS..F.RP
58,Central SD 13J,Colonia Amistad,Colonia Amistad,No match,2703001,14464,After School At Risk Meals and Snacks Center,Polk County,30 S. Gun Club Road,,Independence,OR,97351,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
59,Central SD 13J,First Baptist Church,First Baptist Church,No match,2703001,14614,After School At Risk Meals and Snacks Center,Polk County,1505 monmouth Street,,Independence,OR,97351,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
60,Central SD 13J,Henry Hill Elem,Henry Hill Elementary School,No match,2703001,11091,After School At Risk Meals and Snacks Center,Polk County,750 S. Fifth St.,,Independence,OR,97351,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
61,Central SD 13J,Independence Elem,Independence Elementary School,998,2703001,11092,After School At Risk Meals and Snacks Center,Polk County,150 South 4th St.,,Independence,OR,97351,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
62,Central SD 13J,Monmouth Elem,Monmouth Elementary School,999,2703001,11093,After School At Risk Meals and Snacks Center,Polk County,958 E Church St.,,Monmouth,OR,97361,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
63,Central SD 13J,Talmadge  Middle,Talmadge  Middle School,1001,2703001,11090,After School At Risk Meals and Snacks Center,Polk County,510 16th St.,,Independence,OR,97351,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Talmadge  Middle,11090,62.90%
64,Chehalem Park and Recreation,CARE Program,CARE Program,No match,3603003,13917,Outside School Hours Center,Yamhill County,502 E. Second Street,,Newberg,OR,97132,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
65,City of Portland - Parks & Recreation,Charles Jordan Community Center,Charles Jordan Community Center,No match,2616026,14821,After School At Risk Meals and Snacks Center,Multnomah County,9009 N Foss Ave.,,Portland,OR,97203,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Rosa Parks Elem,13804,94.50%
66,City of Portland - Parks & Recreation,St. Johns Community Center,St. Johns Community Center,No match,2616026,14661,After School At Risk Meals and Snacks Center,Multnomah County,8427 N Central St,,Portland,OR,97203,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,James John Elementary,11031,77.60%
67,"Community Connection of NE Oregon, Inc.",Community Connection,Community Connection,No match,3103004,13937,After School At Risk Meals and Snacks Center,Union County,2609 2nd St,,La Grande,OR,97850,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenwood Elem,11160,77.90%
68,Confed. Tribes of Grand Ronde,Grand Ronde Head Start,Grand Ronde Head Start,No match,3603002,12811,After School At Risk Meals and Snacks Center,Polk County,9615 Grand Ronde Rd,Youth Education Building,Grand Ronde,OR,97347,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willamina Elem,11326,78.80%
69,Confed. Tribes of Umatilla Indian Reservation - Center,ATAW MIYANASMA,,No match,3003003,12874,After School At Risk Meals and Snacks Center,Umatilla County,73300 July Grounds,,Pendleton,OR,97801,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Washington Elem,11138,67.90%
70,Coos Bay SD  009,Marshfield Sr High,Marshfield Sr High School,201,603004,10356,After School At Risk Meals and Snacks Center,Coos County,10th and Ingersoll,,Coos Bay,OR,97420,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshfield Sr High,10356,56.90%
71,Coos Bay SD  009,Maslow Homeless Youth Project,Maslow Homeless Youth Project,No match,603004,15227,After School At Risk Meals and Snacks Center,Coos County,740 S 2nd Street,,Coos Bay,OR,97420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Marshfield Sr High,10356,56.90%
72,Coquille Indian Tribe,Tribal Center-Head Start,Tribal Center-Head Start,No match,603006,12882,After School At Risk Meals and Snacks Center,Coos County,591 Miluk,,Coos Bay,OR,97420,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Madison Elem,10363,75.40%
73,Coquille SD,Coquille High School,Coquille High School,191,603005,10054,After School At Risk Meals and Snacks Center,Coos County,499 W Central Blvd.,,Coquille,OR,97423,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lincoln Elementary,10057,68.80%
74,Coquille SD,Coquille Valley Middle School,Coquille Valley Middle School,191,603005,10055,After School At Risk Meals and Snacks Center,Coos County,1115 N Baxter St.,,Coquille,OR,97423,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lincoln Elementary,10057,68.80%
75,Coquille SD,Lincoln Elementary,Lincoln Elementary,multiple schools,603005,10057,After School At Risk Meals and Snacks Center,Coos County,1366 N Gould,,Coquille,OR,97423,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lincoln Elementary,10057,68.80%
76,Coquille SD,Winter Lakes High School,Winter Lakes High School,4857,603005,15023,After School At Risk Meals and Snacks Center,Coos County,341 E. 2nd Street,,Coquille,OR,97423,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Coquille Valley Middle School,10055,94.50%
77,Corvallis SD 509J,Boys & Girls Club,,No match,203003,12325,After School At Risk Meals and Snacks Center,Benton County,1112 NE Circle Blvd,,Corvallis,OR,97330,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Garfield Elem,10178,73.00%
78,Corvallis SD 509J,Garfield Elem,Garfield Elementary School,30,203003,10178,After School At Risk Meals and Snacks Center,Benton County,1205 NW Garfield Ave,,Corvallis,OR,97330,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Garfield Elem,10178,73.00%
79,Corvallis SD 509J,Lincoln Elem,Lincoln Elementary School,36,203003,10183,After School At Risk Meals and Snacks Center,Benton County,110 SE Alexander,,Corvallis,OR,97330,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lincoln Elem,10183,67.60%
80,Corvallis SD 509J,Philomath Youth Activity Club (PYAC),Philomath Youth Activity Club (PYAC),No match,203003,15073,After School At Risk Meals and Snacks Center,Benton County,421 South 19th St.,,Philomath,OR,97370,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clemens Primary,12530,49.40%
81,Crook Co SD,Cecil Sly Elementary,Cecil Sly Elementary,1337,703001,10060,After School At Risk Meals and Snacks Center,Crook County,1400 SE Second,,Prineville,OR,97754,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Cecil Sly Elementary,10060,65.40%
82,Crook Co SD,Crook Co High School,Crook Co High School,No match,703001,10058,After School At Risk Meals and Snacks Center,Crook County,1100 SE Lynn Blvd,,Prineville,OR,97754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crook Co High School,10058,56.80%
83,Crook Co SD,Crooked River Elementary,Crooked River Elementary,219,703001,10061,After School At Risk Meals and Snacks Center,Crook County,641 NE First,,Prineville,OR,97754,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Crooked River Elementary,10061,73.10%
84,Dallas SD,LaCreole Middle School,LaCreole Middle School,994,2704001,10066,After School At Risk Meals and Snacks Center,Polk County,701 SE LaCreole Dr,,Dallas,OR,97338,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Whitworth Elementary,10072,54.50%
85,Dallas SD,Lyle Elementary,Lyle Elementary,No match,2704001,10068,After School At Risk Meals and Snacks Center,Polk County,185 SW Levens St,,Dallas,OR,97338,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lyle Elementary,10068,53.00%
86,Dallas SD,Oakdale Heights Elementary,Oakdale Heights Elementary,990,2704001,10069,After School At Risk Meals and Snacks Center,Polk County,1375 SW Maple,,Dallas,OR,97338,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Oakdale Heights Elementary,10069,58.20%
87,Dallas SD,Whitworth Elementary,Whitworth Elementary,993,2704001,10072,After School At Risk Meals and Snacks Center,Polk County,1151 SE Miller,,Dallas,OR,97338,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Whitworth Elementary,10072,54.50%
88,David Douglas SD 40 - At Risk,Alice Ott,,980,2604007,14820,After School At Risk Meals and Snacks Center,Multnomah County,12500 SE Ramona,,Portland,OR,97236,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Alice Ott Middle,10937,73.20%
89,David Douglas SD 40 - At Risk,David Douglas High School,David Douglas High School,983,2604007,15032,After School At Risk Meals and Snacks Center,Multnomah County,1001 SE 135th,,Portland,OR,97216,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,David Douglas High,10936,73.10%
90,David Douglas SD 40 - At Risk,Earl Boyles,Earl Boyles,3525,2604007,14113,After School At Risk Meals and Snacks Center,Multnomah County,10822 SE Bush,,Portland,OR,97266,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Earl Boyles,12494,85.20%
91,David Douglas SD 40 - At Risk,Fir Ridge Campus At-Risk,Fir Ridge Campus At-Risk,No match,2604007,14826,After School At Risk Meals and Snacks Center,Multnomah County,11215 SE Market,,Portland,OR,97216,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Fir Ridge Campus,10935,86.90%
92,David Douglas SD 40 - At Risk,Floyd Light,Floyd Light,981,2604007,14818,After School At Risk Meals and Snacks Center,Multnomah County,10800 SE Washington,,Portland,OR,97216,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Floyd Light Middle,10938,77.40%
93,David Douglas SD 40 - At Risk,Gilbert Heights,Gilbert Heights,973,2604007,14623,After School At Risk Meals and Snacks Center,Multnomah County,12839 SE Holgate,,Portland,OR,97236,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Gilbert Heights Elem,10940,81.10%
94,David Douglas SD 40 - At Risk,Gilbert Park,Gilbert Park,974,2604007,14622,After School At Risk Meals and Snacks Center,Multnomah County,13132 SE Ramona,,Portland,OR,97236,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Gilbert Park Elem,10941,70.00%
95,David Douglas SD 40 - At Risk,Lincoln Park,Lincoln Park,975,2604007,14114,After School At Risk Meals and Snacks Center,Multnomah County,13200 SE Lincoln,,Portland,OR,97233,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Lincoln Park Elem,10942,89.60%
96,David Douglas SD 40 - At Risk,Menlo Park,Menlo Park,976,2604007,14620,After School At Risk Meals and Snacks Center,Multnomah County,12900 SE Glisan,,Portland,OR,97230,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Menlo Park Elem,10943,76.70%
97,David Douglas SD 40 - At Risk,Mill Park,Mill Park,977,2604007,14621,After School At Risk Meals and Snacks Center,Multnomah County,1900 SE 117th,,Portland,OR,97216,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Mill Park Elem,10944,90.40%
98,David Douglas SD 40 - At Risk,Ron Russell,Ron Russell,4232,2604007,14819,After School At Risk Meals and Snacks Center,Multnomah County,3955 SE 112,,Portland,OR,97266,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Ron Russell Middle School,13660,87.90%
99,Eagle Point SD,Eagle Point High School,Eagle Point High School,397,1505001,11613,After School At Risk Meals and Snacks Center,Jackson County,203 N. Platt St.,,Eagle Point,OR,97502,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Eagle Point High School,11613,65.50%
100,Eagle Point SD,Hillside Elementary,Hillside Elementary,390,1505001,11615,After School At Risk Meals and Snacks Center,Jackson County,185 E. Main St.,,Eagle Point,OR,97524,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hillside Elementary,11615,66.60%
101,Eagle Point SD,Lower Table Rock Elementary,Lower Table Rock Elementary,No match,1505001,11617,After School At Risk Meals and Snacks Center,Jackson County,2830 Maple Court,,White City,OR,97503,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lower Table Rock Elementary,11617,93.00%
102,Eagle Point SD,Shady Cove Elem,Shady Cove Elementary School,393,1505001,11618,After School At Risk Meals and Snacks Center,Jackson County,37 Schoolhouse Ln,,Shady Cove,OR,97539,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Shady Cove Elem,11618,80.00%
103,Eagle Point SD,URCEO,URCEO,4378,1505001,15285,After School At Risk Meals and Snacks Center,Jackson County,129 S. Platt St.,,Eagle Point,OR,97524,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Eagle Point High School,11613,65.50%
104,Elgin SD 23,Stella Mayfield Elem,Stella Mayfield Elementary School,1082,3105002,11154,After School At Risk Meals and Snacks Center,Union County,1111 Division Street,,Elgin,OR,97827,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Stella Mayfield Elem,11154,70.70%
105,Eugene Family YMCA,ATA/FS,,No match,2005004,15043,After School At Risk Meals and Snacks Center,Lane County,1650 W 22nd,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts and Technology Academy,10613,68.80%
106,Eugene Family YMCA,Edgewood,Edgewood,1774,2005004,13211,Outside School Hours Center,Lane County,577 W 46th Ave,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
107,Eugene Family YMCA,Fox Hollow,Fox Hollow,1240,2005004,12813,Outside School Hours Center,Lane County,5055 Mahalo Dr,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
108,Eugene Family YMCA,Gilham Fun Club,Gilham Fun Club,No match,2005004,15336,Outside School Hours Center,Lane County,3307 Honeywood St,,Eugene,OR,97408,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
109,Eugene Family YMCA,McCornack,McCornack,522,2005004,13646,After School At Risk Meals and Snacks Center,Lane County,2055 Patterson,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McCornack Elem,10629,65.10%
110,Eugene Family YMCA,Plum Tree,Plum Tree,Close match 27,2005004,11824,After School At Risk Meals and Snacks Center,Lane County,950 W 22nd Ave,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adams Elem,10614,36.10%
111,Eugene Family YMCA,Plum Tree,Plum Tree,Close match 27,2005004,11824,Outside School Hours Center,Lane County,950 W 22nd Ave,,Eugene,OR,97405,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
112,Eugene Family YMCA,Spring Creek,Spring Creek,529,2005004,13212,After School At Risk Meals and Snacks Center,Lane County,570 Irvington Dr,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring Creek Elem,10633,63.20%
113,Eugene Family YMCA,Spring Creek,Spring Creek,529,2005004,13212,Outside School Hours Center,Lane County,570 Irvington Dr,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
114,Eugene Family YMCA,YG / Corridor,YG / Corridor,1242,2005004,14627,Outside School Hours Center,Lane County,250 Silver Lane,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,
115,Eugene SD 4J,Chavez,Chavez,4146,2005005,13502,After School At Risk Meals and Snacks Center,Lane County,1510 W 14th Ave,,Eugene,OR,97402,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Chavez,13502,77.10%
116,Eugene SD 4J,Colin Kelly Middle,Colin Kelly Middle School,No match,2005005,10606,After School At Risk Meals and Snacks Center,Lane County,850 Howard Ave,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Colin Kelly Middle,10606,63.10%
117,Eugene SD 4J,Howard Elem,Howard Elementary School,515,2005005,10627,After School At Risk Meals and Snacks Center,Lane County,700 Howard Ave,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Howard Elem,10627,72.30%
