SchoolID,School,District
528,Spencer Butte Middle School,Eugene SD 4J
774,Sprague High School,Salem-Keizer SD 24J
3403,Spray School,Spray SD 1
529,Spring Creek Elementary School,Eugene SD 4J
3198,Spring Mountain Elementary School,North Clackamas SD 12
560,Springfield High School,Springfield SD 19
4712,Springville K-8 School,Beaverton SD 48J
4480,Springwater Environmental Sciences School,Oregon City SD 62
3577,Springwater Trail High School,Gresham-Barlow SD 10J
4602,St Helens Arthur Academy,St Helens SD 502
185,St Helens High School,St Helens SD 502
184,St Helens Middle School,St Helens SD 502
1167,St Marys Home for Boys- PACE,Northwest Regional ESD
793,St Marys Public School,Mt Angel SD 91
778,St Paul Elementary School,St Paul SD 45
779,St Paul High School,St Paul SD 45
47,Stafford Primary School,West Linn-Wilsonville SD 3J
1060,Stanfield Elementary School,Stanfield SD 61
1061,Stanfield Secondary School,Stanfield SD 61
788,Stayton Elementary School,North Santiam SD 29J
809,Stayton High School,North Santiam SD 29J
789,Stayton Middle School,North Santiam SD 29J
479,Stearns Elementary School,Klamath County SD
1082,Stella Mayfield Elementary School,Elgin SD 23
1331,Stephens Middle School,Salem-Keizer SD 24J
892,Stephenson Elementary School,Portland SD 1J
2316,Stepping Stone Lodge,Eugene SD 4J
2782,Stoller Middle School,Beaverton SD 48J
4859,Straub Middle School,Salem-Keizer SD 24J
717,Sublimity Elementary School,North Santiam SD 29J
4639,Sue Buel Elementary,McMinnville SD 40
3216,Summit High School,Bend-LaPine Administrative SD 1
761,Sumpter Elementary School,Salem-Keizer SD 24J
4823,Sunny Wolf Charter School,Three Rivers/Josephine County SD
78,Sunnyside Elementary School,North Clackamas SD 12
893,Sunnyside Environmental School,Portland SD 1J
276,Sunnyslope Elementary School,Douglas County SD 4
1051,Sunridge Middle School,Pendleton SD 16
644,Sunrise Elementary School,Greater Albany Public SD 8J
1037,Sunset Elementary School,Hermiston SD 8
1188,Sunset High School,Beaverton SD 48J
48,Sunset Primary School,West Linn-Wilsonville SD 3J
199,Sunset School,Coos Bay SD 9
349,Suntex Elementary School,Suntex SD 10
321,Sutherlin High School,Sutherlin SD 130
319,Sutherlin Middle School,Sutherlin SD 130
4484,Sweet Home Charter School,Sweet Home SD 55
669,Sweet Home High School,Sweet Home SD 55
668,Sweet Home Junior High School,Sweet Home SD 55
950,Sweetbriar Elementary School,Reynolds SD 7
762,Swegle Elementary School,Salem-Keizer SD 24J
394,Table Rock Elementary,Eagle Point SD 9
620,Taft Elementary School,Lincoln County SD
628,Taft High School,Lincoln County SD
647,Takena Elementary School,Greater Albany Public SD 8J
372,Talent Elementary School,Phoenix-Talent SD 4
373,Talent Middle School,Phoenix-Talent SD 4
1001,Talmadge Middle School,Central SD 13J
646,Tangent Elementary School,Greater Albany Public SD 8J
1176,Terra Linda Elementary School,Beaverton SD 48J
260,Terrebonne Community School,Redmond SD 2J
1297,Territorial Elementary School,Junction City SD 69
1252,The Child Center,Springfield SD 19
2516,The Childrens Learning Center,ODE Head Start
4746,The Community Roots School,Silver Falls SD 4J
1101,The Dalles High School,North Wasco County SD 21
1100,The Dalles Middle School,North Wasco County SD 21
4720,The Ivy School,Oregon Department of Education
2300,The Next Door,Hood River County SD
1250,Therapeutic Learning Center,Douglas ESD
1144,Thomas R Fowler Middle School,Tigard-Tualatin SD 23J
4609,Three Lakes High School,ODE YCEP District
3452,Three Rivers Charter School,West Linn-Wilsonville SD 3J
1266,Three Rivers Elementary School,Bend-LaPine Administrative SD 1
556,Thurston Elementary School,Springfield SD 19
561,Thurston High School,Springfield SD 19
557,Thurston Middle School,Springfield SD 19
1146,Tigard High School,Tigard-Tualatin SD 23J
2817,Tillamook County Jail,Tillamook SD 9
1017,Tillamook High School,Tillamook SD 9
1016,Tillamook Junior High School,Tillamook SD 9
4744,Timber Ridge School,Greater Albany Public SD 8J
1302,Tobias Elementary School,Hillsboro SD 1J
611,Toledo Elementary School,Lincoln County SD
629,Toledo Junior/Senior High School,Lincoln County SD
4429,Tom McCall Elementary School,Redmond SD 2J
1127,Tom McCall Upper Elementary,Forest Grove SD 15
4588,Trask River High School,ODE YCEP District
292,Tri City Elementary School,South Umpqua SD 19
3401,Triangle Lake Charter School,Blachly SD 90
3616,Trillium ,Portland SD 1J
5057,Trillium Creek Primary School,West Linn-Wilsonville SD 3J
951,Troutdale Elementary School,Reynolds SD 7
1092,Troy Elementary School,Troy SD 54
1143,Tualatin Elementary School,Tigard-Tualatin SD 23J
1301,Tualatin High School,Tigard-Tualatin SD 23J
261,Tumalo Community School,Redmond SD 2J
790,Turner Elementary School,Cascade SD 5
1145,Twality Middle School,Tigard-Tualatin SD 23J
530,Twin Oaks Elementary School,Eugene SD 4J
5059,Two Rivers Dos Rios Elementary ,Springfield SD 19
3432,Ukiah School,Ukiah SD 80R
2818,Umatilla County Jail,Pendleton SD 16
1033,Umatilla High School,Umatilla SD 6R
3075,Umatilla-Morrow Head Start - Umatilla Center,ODE Head Start
2819,Union County Corrections Facility,La Grande SD 1
489,Union Elementary School,Lake County SD 7
1074,Union Elementary School,Union SD 5
1075,Union High School,Union SD 5
2512,United Community Action Network Head Start,ODE Head Start
4378,URCEO-Upper Rogue Center for Educational Opportunities,Eagle Point SD 9
701,Vale Elementary School,Vale SD 84
713,Vale High School,Vale SD 84
1357,Vale Middle School,Vale SD 84
4390,Valley Inquiry Charter School,Salem-Keizer SD 24J
1360,Valor Middle School,Woodburn SD 103
566,Veneta Elementary School,Fern Ridge SD 28J
978,Ventura Park Elementary School,David Douglas SD 40
1325,Vern Patrick Elementary School,Redmond SD 2J
4714,Verne A Duncan Elementary School,North Clackamas SD 12
895,Vernon Elementary School,Portland SD 1J
177,Vernonia Elementary School,Vernonia SD 47J
178,Vernonia High School,Vernonia SD 47J
4396,Vernonia Middle School,Vernonia SD 47J
896,Vestal Elementary School,Portland SD 1J
777,Victor Point Elementary School,Silver Falls SD 4J
79,View Acres Elementary School,North Clackamas SD 12
3229,Village School,Eugene SD 4J
1177,Vose Elementary School,Beaverton SD 48J
1119,W L Henry Elementary School,Hillsboro SD 1J
1114,W Verne McKinney Elementary School,Hillsboro SD 1J
711,W W Jones Elementary School,Arock SD 81
5250,Wahtonka Community School,North Wasco County SD 21
5160,Wake Robin School,Linn Benton Lincoln ESD
768,Waldo Middle School,Salem-Keizer SD 24J
630,Waldport High School,Lincoln County SD
379,Walker Elementary School,Ashland SD 5
769,Walker Middle School,Salem-Keizer SD 24J
1088,Wallowa Elementary School,Wallowa SD 12
1089,Wallowa High School,Wallowa SD 12
2263,Walt Morey Middle School,Reynolds SD 7
137,Walter L Kraxberger Middle School,Gladstone SD 115
558,Walterville Elementary School,Springfield SD 19
432,Warm Springs K-8 Academy,Jefferson County SD 509J
160,Warren Elementary School,Scappoose SD 1J
156,Warrenton Grade School,Warrenton-Hammond SD 30
157,Warrenton High School,Warrenton-Hammond SD 30
1232,Wascher Elementary School,McMinnville SD 40
2820,Wasco County Jail,North Wasco County SD 21
2821,Washington County Jail,Hillsboro SD 1J
419,Washington Elementary School,Medford SD 549C
1049,Washington Elementary School,Pendleton SD 16
763,Washington Elementary School,Salem-Keizer SD 24J
797,Washington Elementary School,Woodburn SD 103
648,Waverly Elementary School,Greater Albany Public SD 8J
3374,Weddle Elementary School,Salem-Keizer SD 24J
88,Welches Elementary School,Oregon Trail SD 46
2392,Welches Middle School,Oregon Trail SD 46
4541,Wellness, Business and Sports School,Woodburn SD 103
649,West Albany High School,Greater Albany Public SD 8J
940,West Gresham Elementary School,Gresham-Barlow SD 10J
1050,West Hills Intermediate,Pendleton SD 16
4045,West Lane Technology Learning Center,Fern Ridge SD 28J
51,West Linn High School,West Linn-Wilsonville SD 3J
942,West Orient Middle School,Gresham-Barlow SD 10J
1038,West Park Elementary School,Hermiston SD 8
979,West Powellhurst Elementary School,David Douglas SD 40
3463,West Salem High School,Salem-Keizer SD 24J
320,West Sutherlin Intermediate,Sutherlin SD 130
898,West Sylvan Middle School,Portland SD 1J
1178,West Tualatin View Elementary School,Beaverton SD 48J
1111,West Union Elementary School,Hillsboro SD 1J
1055,Weston Middle School,Athena-Weston SD 29RJ
1056,Weston-McEwen High School,Athena-Weston SD 29RJ
58,Westridge Elementary School,Lake Oswego SD 7J
366,Westside Elementary School,Hood River County SD
3221,Westside Village Magnet School at Kingston Elementary School,Bend-LaPine Administrative SD 1
1320,Westview High School,Beaverton SD 48J
72,Whitcomb Elementary School,North Clackamas SD 12
4021,White Mountain Middle School,Eagle Point SD 9
921,White Shield Home,Portland SD 1J
770,Whiteaker Middle School,Salem-Keizer SD 24J
1185,Whitford Middle School,Beaverton SD 48J
900,Whitman Elementary School,Portland SD 1J
993,Whitworth Elementary School,Dallas SD 2
4405,Wildflowers,Portland SD 1J
952,Wilkes Elementary School,Reynolds SD 7
534,Willagillespie Elementary School,Eugene SD 4J
588,Willamette High School,Bethel SD 52
4058,Willamette Leadership Academy,Springfield SD 19
1286,Willamette Primary School,West Linn-Wilsonville SD 3J
1224,Willamina Elementary School,Willamina SD 30J
1226,Willamina High School,Willamina SD 30J
1225,Willamina Middle School ,Willamina SD 30J
4680,William E Miller Elementary,Bend-LaPine Administrative SD 1
122,William Knight Elementary School,Canby SD 86
1828,William P Lord High School,ODE YCEP District
1179,William Walker Elementary School,Beaverton SD 48J
453,Williams Elementary School,Three Rivers/Josephine County SD
1071,Willow Elementary School,La Grande SD 1
706,Willowcreek Elementary School,Vale SD 84
39,Wilson Elementary School,Corvallis SD 509J
420,Wilson Elementary School,Medford SD 549C
922,Wilson High School,Portland SD 1J
1323,Wilsonville High School,West Linn-Wilsonville SD 3J
277,Winchester Elementary,Douglas County SD 4
4047,Windy River Elementary School,Morrow SD 1
315,Winston Middle School,Winston-Dillard SD 116
4857,Winter Lakes School,Coquille SD 8
1364,Winterhaven School,Portland SD 1J
1151,Witch Hazel Elementary School,Hillsboro SD 1J
4542,Woodburn Academy of Art, Science and Technology,Woodburn SD 103
4230,Woodburn Arthur Academy,Woodburn SD 103
4543,Woodburn Arts and Communications Academy,Woodburn SD 103
4590,Woodburn Family Literacy Center,Woodburn SD 103
4544,Woodburn Success,Woodburn SD 103
5063,Woodland Charter School,Three Rivers/Josephine County SD
1365,Woodland Elementary,Reynolds SD 7
902,Woodlawn Elementary School,Portland SD 1J
903,Woodmere Elementary School,Portland SD 1J
904,Woodstock Elementary School,Portland SD 1J
737,Wright Elementary School,Salem-Keizer SD 24J
367,WyEast Middle School,Hood River County SD
1213,Yamhill Carlton Elementary School,Yamhill Carlton SD 1
1238,Yamhill Carlton High School,Yamhill Carlton SD 1
4564,Yamhill Carlton Intermediate School,Yamhill Carlton SD 1
2822,Yamhill County Jail,McMinnville SD 40
2858,Yamhill County Juvenile,ODE JDEP District
559,Yolanda Elementary School,Springfield SD 19
299,Yoncalla Elementary School,Yoncalla SD 32
300,Yoncalla High School,Yoncalla SD 32
764,Yoshikai Elementary School,Salem-Keizer SD 24J
1259,Yujin Gakuen Elementary School,Eugene SD 4J
